#dig start(44;50)
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , ,d,d,d, , , , , , , , ,d,d,d,d,d,d,d, ,d,d,d,d, ,d,d,d,d, ,d,d,d,d,d,d,d, , , , , , , , ,d,d,d, , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , ,d,d,d, ,d,d,d, ,d,d,d, , , , ,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d, , , , ,d,d,d, ,d,d,d, ,d,d,d, , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , ,d,d,d, ,d,d,d, ,d,d,d, , , , , , , , , ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , , , , , , , , ,d,d,d, ,d,d,d, ,d,d,d, , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , ,d,d,d, ,d,d,d, , ,d, , ,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d, , ,d, , ,d,d,d, ,d,d,d, , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , ,d,d,d, , ,d, , ,d,d,d, , ,d, , ,d,d,d, ,d,d,d,d,d,d,d, ,d,d,d,d,d,d,d, ,d,d,d,d,d,d,d, ,d,d,d, , ,d, , ,d,d,d, , ,d, , ,d,d,d, , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d, ,d, ,d,d,d,d,d,d,d,d,d,d,d, ,d, ,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , ,d, , ,d,d,d,d,d,d,d,d,d, , ,d, , , , , , , ,d, , ,d,d,d,d, ,d,d,d,d, , ,d, , , , , , , ,d, , ,d,d,d,d,d,d,d,d,d, , ,d, , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , ,d,d,d, ,d, ,d,d,d,d,d, ,d,d,d,d,d, ,d, ,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d, ,d, ,d,d,d,d,d, ,d,d,d,d,d, ,d, ,d,d,d, , , , , , , , , , , , , 
 , , , , , , , , , , , , ,d,d,d,d,d,d,d, ,d,d,d,d,d,d,d, ,d,d,d,d,d,d,d, ,d,d,d, , ,d, , ,d,d,d, , ,d, , ,d,d,d, ,d,d,d,d,d,d,d, ,d,d,d,d,d,d,d, ,d,d,d,d,d,d,d, , , , , , , , , , , , , 
 , , , , , , , , , , , , ,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d, , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , , , , , , , , ,d,d,d, ,d,d,d, ,d,d,d, , , , , , , , , ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , ,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d, , , , , , , , , , , , 
 , , , , , , , , , , , ,d,d,d,d,d,d,d, ,d,d,d,d, ,d,d,d,d, ,d,d,d,d,d,d,d,d,d,d, , , , , ,d,d,d, , , , , ,d,d,d,d,d,d,d,d,d,d, ,d,d,d,d, ,d,d,d,d, ,d,d,d,d,d,d,d, , , , , , , , , , , , 
 , , , , , , , , , , , ,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d, , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , , , , ,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d, , , , , ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , ,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d, , , , , , , , , , , , , 
 , , , , , , , , , , , , ,d,d,d,d,d,d,d, ,d,d,d,d,d,d,d, ,d,d,d,d,d,d,d, ,d,d,d, , , , , ,d,d,d, , , , , ,d,d,d, ,d,d,d,d,d,d,d, ,d,d,d,d,d,d,d, ,d,d,d,d,d,d,d, , , , , , , , , , , , , 
 , , , , , , , , , , , , ,d,d,d, ,d, ,d,d,d,d,d,d,d,d,d,d,d, ,d, ,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d, ,d, ,d,d,d,d,d,d,d,d,d,d,d, ,d, ,d,d,d, , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , ,d, , ,d,d,d,d, ,d,d,d,d, , ,d, , , , , ,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d, , , , , ,d, , ,d,d,d,d, ,d,d,d,d, , ,d, , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , ,d,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d,d,d,d, ,d,d,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d,d,d, ,d,d,d,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d,d, , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , ,d,d,d, , ,d, , ,d,d,d, , ,d, , ,d,d,d, ,d, ,d,d,d, , , , , ,d,d,d, , , , , ,d,d,d, ,d, ,d,d,d, , ,d, , ,d,d,d, , ,d, , ,d,d,d, , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , ,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d, , , , , , , , , , , , , , , 
 , , , , , , , , , , ,d,d,d, , , , , ,d,d,d, ,d,d,d, ,d,d,d, , , , , ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , , , , ,d,d,d, ,d,d,d, ,d,d,d, , , , , ,d,d,d, , , , , , , , , , , 
 , , , , , , ,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d,d,d,d,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d,d,d,d,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d, , , , , , , 
 , , , , , , ,d,d,d, ,d,d,d, ,d,d,d, , , , , ,d,d,d, , , , , ,d, ,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d, ,d, , , , , ,d,d,d, , , , , ,d,d,d, ,d,d,d, ,d,d,d, , , , , , , 
 , , ,d,d,d, ,d,d,d, , ,d, , ,d,d,d, ,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d, ,d,d,d, , ,d, , ,d,d,d, ,d,d,d, , , 
 , , ,d,d,d, , ,d, , ,d,d,d, , ,d, , ,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d, , ,d, , ,d,d,d, , ,d, , ,d,d,d, , , 
 , , ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , ,d, , ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , , 
 , , , , ,d, , ,d,d,d,d,d,d,d,d,d, , ,d, , , , , , , , , , , , , ,d,d, ,d,d,d,d,d,d, ,d, ,d,d,d, ,d, ,d,d,d,d,d,d, ,d,d, , , , , , , , , , , , , ,d, , ,d,d,d,d,d,d,d,d,d, , ,d, , , , , 
 ,d,d,d, ,d, ,d,d,d,d,d,d,d,d,d,d,d, ,d, ,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d,d,d,d,d,d, , ,d,d,d,d,d,d,d, , ,d,d,d,d,d,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d, ,d, ,d,d,d,d,d,d,d,d,d,d,d, ,d, ,d,d,d, 
 ,d,d,d,d,d,d,d, ,d,d,d,d,d,d,d, ,d,d,d,d,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d,d,d,d,d, , ,d,d,d,d,d,d,d,d,d, , ,d,d,d,d,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d,d,d,d,d, ,d,d,d,d,d,d,d, ,d,d,d,d,d,d,d, 
 ,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d,d,d,d,d,d,d,d, ,d,d,d,d,d, ,d,d,d,d,d,d,d,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d, 
 , , , , ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , , , , , ,d, , , ,d, , ,d,d, ,d,d,d, , ,d,d,d, , , , , ,d,d,d, , ,d,d,d, ,d,d, , ,d, , , ,d, , , , , , ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , , , , 
d,d,d, ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d,d, , , , , ,d,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d
d,d,d,d,d,d,d, ,d,d,d,d, ,d,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , , , , ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d,d, ,d,d,d,d, ,d,d,d,d,d,d,d
d,d,d, ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d,d, , , , , ,d,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d
 , , , , ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , , , , , ,d, , , ,d, , ,d,d, ,d,d,d, , ,d,d,d, , , , , ,d,d,d, , ,d,d,d, ,d,d, , ,d, , , ,d, , , , , , ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , , , , 
 ,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d,d,d,d,d,d,d,d, ,d,d,d,d,d, ,d,d,d,d,d,d,d,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d, 
 ,d,d,d,d,d,d,d, ,d,d,d,d,d,d,d, ,d,d,d,d,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d,d,d,d,d, , ,d,d,d,d,d,d,d,d,d, , ,d,d,d,d,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d,d,d,d,d, ,d,d,d,d,d,d,d, ,d,d,d,d,d,d,d, 
 ,d,d,d, ,d, ,d,d,d,d,d,d,d,d,d,d,d, ,d, ,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d,d,d,d,d,d, , ,d,d,d,d,d,d,d, , ,d,d,d,d,d,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d, ,d, ,d,d,d,d,d,d,d,d,d,d,d, ,d, ,d,d,d, 
 , , , , ,d, , ,d,d,d,d,d,d,d,d,d, , ,d, , , , , , , , , , , , , ,d,d, ,d,d,d,d,d,d, ,d, ,d,d,d, ,d, ,d,d,d,d,d,d, ,d,d, , , , , , , , , , , , , ,d, , ,d,d,d,d,d,d,d,d,d, , ,d, , , , , 
 , , ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , ,d, , ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , , 
 , , ,d,d,d, , ,d, , ,d,d,d, , ,d, , ,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d, , ,d, , ,d,d,d, , ,d, , ,d,d,d, , , 
 , , ,d,d,d, ,d,d,d, , ,d, , ,d,d,d, ,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d, ,d,d,d, , ,d, , ,d,d,d, ,d,d,d, , , 
 , , , , , , ,d,d,d, ,d,d,d, ,d,d,d, , , , , ,d,d,d, , , , , ,d, ,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d, ,d, , , , , ,d,d,d, , , , , ,d,d,d, ,d,d,d, ,d,d,d, , , , , , , 
 , , , , , , ,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d,d,d,d,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d,d,d,d,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d, , , , , , , 
 , , , , , , , , , , ,d,d,d, , , , , ,d,d,d, ,d,d,d, ,d,d,d, , , , , ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , , , , ,d,d,d, ,d,d,d, ,d,d,d, , , , , ,d,d,d, , , , , , , , , , , 
 , , , , , , , , , , , , , , ,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d, , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , ,d,d,d, , ,d, , ,d,d,d, , ,d, , ,d,d,d, ,d, ,d,d,d, , , , , ,d,d,d, , , , , ,d,d,d, ,d, ,d,d,d, , ,d, , ,d,d,d, , ,d, , ,d,d,d, , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , ,d,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d,d,d,d, ,d,d,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d,d,d, ,d,d,d,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d,d, , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , ,d, , ,d,d,d,d, ,d,d,d,d, , ,d, , , , , ,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d, , , , , ,d, , ,d,d,d,d, ,d,d,d,d, , ,d, , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , ,d,d,d, ,d, ,d,d,d,d,d,d,d,d,d,d,d, ,d, ,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d, ,d, ,d,d,d,d,d,d,d,d,d,d,d, ,d, ,d,d,d, , , , , , , , , , , , , 
 , , , , , , , , , , , , ,d,d,d,d,d,d,d, ,d,d,d,d,d,d,d, ,d,d,d,d,d,d,d, ,d,d,d, , , , , ,d,d,d, , , , , ,d,d,d, ,d,d,d,d,d,d,d, ,d,d,d,d,d,d,d, ,d,d,d,d,d,d,d, , , , , , , , , , , , , 
 , , , , , , , , , , , , ,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d, , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , , , , ,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d, , , , , ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , ,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d, , , , , , , , , , , , 
 , , , , , , , , , , , ,d,d,d,d,d,d,d, ,d,d,d,d, ,d,d,d,d, ,d,d,d,d,d,d,d,d,d,d, , , , , ,d,d,d, , , , , ,d,d,d,d,d,d,d,d,d,d, ,d,d,d,d, ,d,d,d,d, ,d,d,d,d,d,d,d, , , , , , , , , , , , 
 , , , , , , , , , , , ,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d, , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , , , , , , , , ,d,d,d, ,d,d,d, ,d,d,d, , , , , , , , , ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , ,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d, , , , , , , , , , , , , 
 , , , , , , , , , , , , ,d,d,d,d,d,d,d, ,d,d,d,d,d,d,d, ,d,d,d,d,d,d,d, ,d,d,d, , ,d, , ,d,d,d, , ,d, , ,d,d,d, ,d,d,d,d,d,d,d, ,d,d,d,d,d,d,d, ,d,d,d,d,d,d,d, , , , , , , , , , , , , 
 , , , , , , , , , , , , ,d,d,d, ,d, ,d,d,d,d,d, ,d,d,d,d,d, ,d, ,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d, ,d, ,d,d,d,d,d, ,d,d,d,d,d, ,d, ,d,d,d, , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , ,d, , ,d,d,d,d,d,d,d,d,d, , ,d, , , , , , , ,d, , ,d,d,d,d, ,d,d,d,d, , ,d, , , , , , , ,d, , ,d,d,d,d,d,d,d,d,d, , ,d, , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d, ,d, ,d,d,d,d,d,d,d,d,d,d,d, ,d, ,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , ,d,d,d, , ,d, , ,d,d,d, , ,d, , ,d,d,d, ,d,d,d,d,d,d,d, ,d,d,d,d,d,d,d, ,d,d,d,d,d,d,d, ,d,d,d, , ,d, , ,d,d,d, , ,d, , ,d,d,d, , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , ,d,d,d, ,d,d,d, , ,d, , ,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d, , ,d, , ,d,d,d, ,d,d,d, , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , ,d,d,d, ,d,d,d, ,d,d,d, , , , , , , , , ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , , , , , , , , ,d,d,d, ,d,d,d, ,d,d,d, , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , ,d,d,d, ,d,d,d, ,d,d,d, , , , ,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d, , , , ,d,d,d, ,d,d,d, ,d,d,d, , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , ,d,d,d, , , , , , , , ,d,d,d,d,d,d,d, ,d,d,d,d, ,d,d,d,d, ,d,d,d,d,d,d,d, , , , , , , , ,d,d,d, , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,d,d,d,d,d,d,d, ,d,d,d,d,d,d,d, ,d,d,d,d,d,d,d, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,d,d,d, ,d, ,d,d,d,d,d, ,d,d,d,d,d, ,d, ,d,d,d, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,d, , ,d,d,d,d,d,d,d,d,d, , ,d, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,d,d,d, , ,d, , ,d,d,d, , ,d, , ,d,d,d, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,d,d,d, ,d,d,d, , ,d, , ,d,d,d, ,d,d,d, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,d,d,d, ,d,d,d, ,d,d,d, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,d,d,d, ,d,d,d, ,d,d,d, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,d,d,d, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
