#dig start(47;47)
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , ,d,d,d, , , , , , , , ,d,d,d,d,d,d,d, ,d,d,d,d, ,d,d,d,d, ,d,d,d,d,d,d,d, , , , , , , , ,d,d,d, , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , ,d,d,d, ,d,d,d, ,d,d,d, , , , ,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d, , , , ,d,d,d, ,d,d,d, ,d,d,d, , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , ,d,d,d, ,d,d,d, ,d,d,d, , , , , , , , , ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , , , , , , , , ,d,d,d, ,d,d,d, ,d,d,d, , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , ,d,d,d, ,d,d,d, , ,d, , ,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d, , ,d, , ,d,d,d, ,d,d,d, , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , ,d,d,d, , ,d, , ,d,d,d, , ,d, , ,d,d,d, ,d,d,d,d,d,d,d, ,d,d,d,d,d,d,d, ,d,d,d,d,d,d,d, ,d,d,d, , ,d, , ,d,d,d, , ,d, , ,d,d,d, , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d, ,d, ,d,d,d,d,d,d,d,d,d,d,d, ,d, ,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , ,d, , ,d,d,d,d,d,d,d,d,d, , ,d, , , , , , , ,d, , ,d,d,d,d, ,d,d,d,d, , ,d, , , , , , , ,d, , ,d,d,d,d,d,d,d,d,d, , ,d, , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , ,d,d,d, ,d, ,d,d,d,d,d, ,d,d,d,d,d, ,d, ,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d, ,d, ,d,d,d,d,d, ,d,d,d,d,d, ,d, ,d,d,d, , , , , , , , , , , , , 
 , , , , , , , , , , , , ,d,d,d,d,d,d,d, ,d,d,d,d,d,d,d, ,d,d,d,d,d,d,d, ,d,d,d, , ,d, , ,d,d,d, , ,d, , ,d,d,d, ,d,d,d,d,d,d,d, ,d,d,d,d,d,d,d, ,d,d,d,d,d,d,d, , , , , , , , , , , , , 
 , , , , , , , , , , , , ,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d, , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , , , , , , , , ,d,d,d, ,d,d,d, ,d,d,d, , , , , , , , , ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , ,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d, , , , , , , , , , , , 
 , , , , , , , , , , , ,d,d,d,d,d,d,d, ,d,d,d,d, ,d,d,d,d, ,d,d,d,d,d,d,d,d,d,d, , , , , ,d,d,d, , , , , ,d,d,d,d,d,d,d,d,d,d, ,d,d,d,d, ,d,d,d,d, ,d,d,d,d,d,d,d, , , , , , , , , , , , 
 , , , , , , , , , , , ,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d, , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , , , , ,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d, , , , , ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , ,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d, , , , , , , , , , , , , 
 , , , , , , , , , , , , ,d,d,d,d,d,d,d, ,d,d,d,d,d,d,d, ,d,d,d,d,d,d,d, ,d,d,d, , , , , ,d,d,d, , , , , ,d,d,d, ,d,d,d,d,d,d,d, ,d,d,d,d,d,d,d, ,d,d,d,d,d,d,d, , , , , , , , , , , , , 
 , , , , , , , , , , , , ,d,d,d, ,d, ,d,d,d,d,d,d,d,d,d,d,d, ,d, ,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d, ,d, ,d,d,d,d,d,d,d,d,d,d,d, ,d, ,d,d,d, , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , ,d, , ,d,d,d,d, ,d,d,d,d, , ,d, , , , , ,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d, , , , , ,d, , ,d,d,d,d, ,d,d,d,d, , ,d, , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , ,d,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d,d,d,d, ,d,d,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d,d,d, ,d,d,d,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d,d, , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , ,d,d,d, , ,d, , ,d,d,d, , ,d, , ,d,d,d, ,d, ,d,d,d, , , , , ,d,d,d, , , , , ,d,d,d, ,d, ,d,d,d, , ,d, , ,d,d,d, , ,d, , ,d,d,d, , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , ,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d, , , , , , , , , , , , , , , 
 , , , , , , , , , , ,d,d,d, , , , , ,d,d,d, ,d,d,d, ,d,d,d, , , , , ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , , , , ,d,d,d, ,d,d,d, ,d,d,d, , , , , ,d,d,d, , , , , , , , , , , 
 , , , , , , ,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d,d,d,d,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d,d,d,d,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d, , , , , , , 
 , , , , , , ,d,d,d, ,d,d,d, ,d,d,d, , , , , ,d,d,d, , , , , ,d, ,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d, ,d, , , , , ,d,d,d, , , , , ,d,d,d, ,d,d,d, ,d,d,d, , , , , , , 
 , , ,d,d,d, ,d,d,d, , ,d, , ,d,d,d, ,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d, ,d,d,d, , ,d, , ,d,d,d, ,d,d,d, , , 
 , , ,d,d,d, , ,d, , ,d,d,d, , ,d, , ,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d, , ,d, , ,d,d,d, , ,d, , ,d,d,d, , , 
 , , ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , ,d, , ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , , 
 , , , , ,d, , ,d,d,d,d,d,d,d,d,d, , ,d, , , , , , , , , , , , , ,d,d, ,d,d,d,d,d,d, ,d, ,d,d,d, ,d, ,d,d,d,d,d,d, ,d,d, , , , , , , , , , , , , ,d, , ,d,d,d,d,d,d,d,d,d, , ,d, , , , , 
 ,d,d,d, ,d, ,d,d,d,d,d, ,d,d,d,d,d, ,d, ,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d,d,d,d,d,d, , ,d,d,d,d,d,d,d, , ,d,d,d,d,d,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d, ,d, ,d,d,d,d,d, ,d,d,d,d,d, ,d, ,d,d,d, 
 ,d,d,d,d,d,d,d, ,d,d,d,d,d,d,d, ,d,d,d,d,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d,d,d,d,d, , ,d,d,d,d,d,d,d,d,d, , ,d,d,d,d,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d,d,d,d,d, ,d,d,d,d,d,d,d, ,d,d,d,d,d,d,d, 
 ,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d,d,d,d,d,d,d,d, ,d,d,d,d,d, ,d,d,d,d,d,d,d,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d, 
 , , , , ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , , , , , ,d, , , ,d, , ,d,d, ,d,d,d, , ,d,d,d, , , , , ,d,d,d, , ,d,d,d, ,d,d, , ,d, , , ,d, , , , , , ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , , , , 
d,d,d, ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d,d, , , , , ,d,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d
d,d,d,d,d,d,d, ,d,d,d,d, ,d,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , , , , ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d,d, ,d,d,d,d, ,d,d,d,d,d,d,d
d,d,d, ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d,d, , , , , ,d,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d
 , , , , ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , , , , , ,d, , , ,d, , ,d,d, ,d,d,d, , ,d,d,d, , , , , ,d,d,d, , ,d,d,d, ,d,d, , ,d, , , ,d, , , , , , ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , , , , 
 ,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d,d,d,d,d,d,d,d, ,d,d,d,d,d, ,d,d,d,d,d,d,d,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d, 
 ,d,d,d,d,d,d,d, ,d,d,d,d,d,d,d, ,d,d,d,d,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d,d,d,d,d, , ,d,d,d,d,d,d,d,d,d, , ,d,d,d,d,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d,d,d,d,d, ,d,d,d,d,d,d,d, ,d,d,d,d,d,d,d, 
 ,d,d,d, ,d, ,d,d,d,d,d, ,d,d,d,d,d, ,d, ,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d,d,d,d,d,d, , ,d,d,d,d,d,d,d, , ,d,d,d,d,d,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d, ,d, ,d,d,d,d,d, ,d,d,d,d,d, ,d, ,d,d,d, 
 , , , , ,d, , ,d,d,d,d,d,d,d,d,d, , ,d, , , , , , , , , , , , , ,d,d, ,d,d,d,d,d,d, ,d, ,d,d,d, ,d, ,d,d,d,d,d,d, ,d,d, , , , , , , , , , , , , ,d, , ,d,d,d,d,d,d,d,d,d, , ,d, , , , , 
 , , ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , ,d, , ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , , 
 , , ,d,d,d, , ,d, , ,d,d,d, , ,d, , ,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d, , ,d, , ,d,d,d, , ,d, , ,d,d,d, , , 
 , , ,d,d,d, ,d,d,d, , ,d, , ,d,d,d, ,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d, ,d,d,d, , ,d, , ,d,d,d, ,d,d,d, , , 
 , , , , , , ,d,d,d, ,d,d,d, ,d,d,d, , , , , ,d,d,d, , , , , ,d, ,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d, ,d, , , , , ,d,d,d, , , , , ,d,d,d, ,d,d,d, ,d,d,d, , , , , , , 
 , , , , , , ,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d,d,d,d,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d,d,d,d,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d, , , , , , , 
 , , , , , , , , , , ,d,d,d, , , , , ,d,d,d, ,d,d,d, ,d,d,d, , , , , ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , , , , ,d,d,d, ,d,d,d, ,d,d,d, , , , , ,d,d,d, , , , , , , , , , , 
 , , , , , , , , , , , , , , ,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d, , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , ,d,d,d, , ,d, , ,d,d,d, , ,d, , ,d,d,d, ,d, ,d,d,d, , , , , ,d,d,d, , , , , ,d,d,d, ,d, ,d,d,d, , ,d, , ,d,d,d, , ,d, , ,d,d,d, , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , ,d,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d,d,d,d, ,d,d,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d,d,d, ,d,d,d,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d,d, , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , ,d, , ,d,d,d,d, ,d,d,d,d, , ,d, , , , , ,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d, , , , , ,d, , ,d,d,d,d, ,d,d,d,d, , ,d, , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , ,d,d,d, ,d, ,d,d,d,d,d,d,d,d,d,d,d, ,d, ,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d, ,d, ,d,d,d,d,d,d,d,d,d,d,d, ,d, ,d,d,d, , , , , , , , , , , , , 
 , , , , , , , , , , , , ,d,d,d,d,d,d,d, ,d,d,d,d,d,d,d, ,d,d,d,d,d,d,d, ,d,d,d, , , , , ,d,d,d, , , , , ,d,d,d, ,d,d,d,d,d,d,d, ,d,d,d,d,d,d,d, ,d,d,d,d,d,d,d, , , , , , , , , , , , , 
 , , , , , , , , , , , , ,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d, , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , , , , ,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d, , , , , ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , ,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d, , , , , , , , , , , , 
 , , , , , , , , , , , ,d,d,d,d,d,d,d, ,d,d,d,d, ,d,d,d,d, ,d,d,d,d,d,d,d,d,d,d, , , , , ,d,d,d, , , , , ,d,d,d,d,d,d,d,d,d,d, ,d,d,d,d, ,d,d,d,d, ,d,d,d,d,d,d,d, , , , , , , , , , , , 
 , , , , , , , , , , , ,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d, , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , , , , , , , , ,d,d,d, ,d,d,d, ,d,d,d, , , , , , , , , ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , ,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d, , , , , , , , , , , , , 
 , , , , , , , , , , , , ,d,d,d,d,d,d,d, ,d,d,d,d,d,d,d, ,d,d,d,d,d,d,d, ,d,d,d, , ,d, , ,d,d,d, , ,d, , ,d,d,d, ,d,d,d,d,d,d,d, ,d,d,d,d,d,d,d, ,d,d,d,d,d,d,d, , , , , , , , , , , , , 
 , , , , , , , , , , , , ,d,d,d, ,d, ,d,d,d,d,d, ,d,d,d,d,d, ,d, ,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d, ,d, ,d,d,d,d,d, ,d,d,d,d,d, ,d, ,d,d,d, , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , ,d, , ,d,d,d,d,d,d,d,d,d, , ,d, , , , , , , ,d, , ,d,d,d,d, ,d,d,d,d, , ,d, , , , , , , ,d, , ,d,d,d,d,d,d,d,d,d, , ,d, , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d, ,d, ,d,d,d,d,d,d,d,d,d,d,d, ,d, ,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , ,d,d,d, , ,d, , ,d,d,d, , ,d, , ,d,d,d, ,d,d,d,d,d,d,d, ,d,d,d,d,d,d,d, ,d,d,d,d,d,d,d, ,d,d,d, , ,d, , ,d,d,d, , ,d, , ,d,d,d, , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , ,d,d,d, ,d,d,d, , ,d, , ,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d, ,d,d,d, ,d,d,d, , ,d, , ,d,d,d, ,d,d,d, , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , ,d,d,d, ,d,d,d, ,d,d,d, , , , , , , , , ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , , , , , , , , ,d,d,d, ,d,d,d, ,d,d,d, , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , ,d,d,d, ,d,d,d, ,d,d,d, , , , ,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d, , , , ,d,d,d, ,d,d,d, ,d,d,d, , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , ,d,d,d, , , , , , , , ,d,d,d,d,d,d,d, ,d,d,d,d, ,d,d,d,d, ,d,d,d,d,d,d,d, , , , , , , , ,d,d,d, , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,d,d,d,d,d,d,d, ,d,d,d,d,d,d,d, ,d,d,d,d,d,d,d, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,d,d,d, ,d, ,d,d,d,d,d, ,d,d,d,d,d, ,d, ,d,d,d, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,d, , ,d,d,d,d,d,d,d,d,d, , ,d, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,d,d,d, , ,d, , ,d,d,d, , ,d, , ,d,d,d, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,d,d,d, ,d,d,d, , ,d, , ,d,d,d, ,d,d,d, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,d,d,d, ,d,d,d, ,d,d,d, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,d,d,d, ,d,d,d, ,d,d,d, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,d,d,d, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
