#dig start(38;29)
 , , , , , , , , , , , , ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , ,d,d,d,d, , ,d, ,d, , ,d,d,d,d, , ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , , , , , , , , , , , , 
 , , , , , , , , , , , , ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d,d,d,d, ,d,d,d, ,d,d,d,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,d,d,d,d,d,d,d,d,d,d,d,d,d, , ,d,d,d,d,d,d, ,d,d,d, ,d,d,d,d,d,d, , ,d,d,d,d,d,d,d,d,d,d,d,d,d, , , , , , , , , , , , , , 
 , , , , , ,d,d,d,d,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d,d,d,d,d, ,d,d,d, ,d,d,d,d,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d,d,d,d,d, , , , , , 
 , , , ,d,d,d,d,d,d,d,d,d, , , ,d,d,d,d,d,d,d,d,d, , , ,d,d,d,d,d,d,d, ,d, ,d, ,d,d,d,d,d,d,d, , , ,d,d,d,d,d,d,d,d,d, , , ,d,d,d,d,d,d,d,d,d, , , , 
 , ,d,d,d,d,d,d,d,d,d,d,d,d,d, , , ,d,d,d,d,d, , , ,d,d,d,d,d,d,d, , , ,d,d,d, , , ,d,d,d,d,d,d,d, , , ,d,d,d,d,d, , , ,d,d,d,d,d,d,d,d,d,d,d,d,d, , 
 , ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , ,d, ,d, , ,d,d,d,d,d,d,d,d, , ,d,d,d,d,d,d,d, , ,d,d,d,d,d,d,d,d, , ,d, ,d, , ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , 
 ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d, ,d,d,d,d,d,d,d,d, , ,d,d,d,d,d,d,d,d,d, , ,d,d,d,d,d,d,d,d, ,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, 
 ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d, ,d,d,d,d,d,d,d,d, ,d,d, ,d,d,d,d,d, ,d,d, ,d,d,d,d,d,d,d,d, ,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, 
d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d, , , , , , , , , , ,d,d,d, , , , , ,d,d,d, , , , , , , , , , ,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d
d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , , , , ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d
d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d,d, , , , , ,d,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d
d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , , , , ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d
d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d, , , , , , , , , , ,d,d,d, , , , , ,d,d,d, , , , , , , , , , ,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d
 ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d, ,d,d,d,d,d,d,d,d, ,d,d, ,d,d,d,d,d, ,d,d, ,d,d,d,d,d,d,d,d, ,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, 
 ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d, ,d,d,d,d,d,d,d,d, , ,d,d,d,d,d,d,d,d,d, , ,d,d,d,d,d,d,d,d, ,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, 
 , ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , ,d, ,d, , ,d,d,d,d,d,d,d,d, , ,d,d,d,d,d,d,d, , ,d,d,d,d,d,d,d,d, , ,d, ,d, , ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , 
 , ,d,d,d,d,d,d,d,d,d,d,d,d,d, , , ,d,d,d,d,d, , , ,d,d,d,d,d,d,d, , , ,d,d,d, , , ,d,d,d,d,d,d,d, , , ,d,d,d,d,d, , , ,d,d,d,d,d,d,d,d,d,d,d,d,d, , 
 , , , ,d,d,d,d,d,d,d,d,d, , , ,d,d,d,d,d,d,d,d,d, , , ,d,d,d,d,d,d,d, ,d, ,d, ,d,d,d,d,d,d,d, , , ,d,d,d,d,d,d,d,d,d, , , ,d,d,d,d,d,d,d,d,d, , , , 
 , , , , , ,d,d,d,d,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d,d,d,d,d, ,d,d,d, ,d,d,d,d,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d,d,d,d,d, , , , , , 
 , , , , , , , , , , , , , ,d,d,d,d,d,d,d,d,d,d,d,d,d, , ,d,d,d,d,d,d, ,d,d,d, ,d,d,d,d,d,d, , ,d,d,d,d,d,d,d,d,d,d,d,d,d, , , , , , , , , , , , , , 
 , , , , , , , , , , , , ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d,d,d,d, ,d,d,d, ,d,d,d,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , , , , , , , , , , , , 
 , , , , , , , , , , , , ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , ,d,d,d,d, , ,d, ,d, , ,d,d,d,d, , ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , , , , , , , , , , , , 
 , , , , , , , , , , , ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, ,d,d, , , ,d,d,d,d,d, , , ,d,d, ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , , , , , , , , , , , 
 , , , , , , , , , , , ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , ,d, ,d,d,d,d,d,d,d,d,d, ,d, , ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , , , , , , , , , , , 
 , , , , , , , , , , , ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , , , , , , , , , , , 
 , , , , , , , , , , , ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , ,d,d,d,d,d,d,d,d,d,d,d,d,d, , ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , , , , , , , , , , , 
 , , , , , , , , , , , ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , , , , , , , , , , , 
 , , , , , , , , , , , , ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , , , , , , , , , , , , 
 , , , , , , , , , , , , ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,d,d,d,d,d,d,d,d,d,d,d,d,d, , ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , ,d,d,d,d,d,d,d,d,d,d,d,d,d, , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,d,d,d,d,d,d,d,d,d,d,d,d,d, , ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , ,d,d,d,d,d,d,d,d,d,d,d,d,d, , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , ,d,d,d,d,d,d,d,d,d, , , , ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , , , ,d,d,d,d,d,d,d,d,d, , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , ,d,d,d,d,d, , , , , , ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , , , , , ,d,d,d,d,d, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,d,d,d,d,d,d,d,d,d,d,d,d,d, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,d,d,d,d,d,d,d,d,d,d,d,d,d, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,d,d,d,d,d,d,d,d,d, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,d,d,d,d,d, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
